Organisation Code,Legal Name,Trading Name,Is Rto,Rto Status,Registration Manager,Initial Registration Date,Registration Start Date,Registration End Date,Registration End Reason,Head Office Physical Address,Head office location state,Longitude,Latitude,ACN,ABNs,Rto Type,Urls
"	91280","REACH for Training Pty Ltd","Reach For Training Pty Ltd",True,"Current","ASQA",2007/02/13,2017/04/04,2024/04/02,"","Suite 5, 125 Main Street  Blacktown NSW 2148","NSW",150.912470000,-33.771950000,"120579124","78120579124","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.reachfortraining.com.au"
"	41036","Realtime Education & Training Services Pty Ltd","Australian College of Professional Studies",True,"Current","ASQA",2014/10/09,2019/10/09,2026/10/08,"","5/41-45 Railway Avenue  Werribee VIC 3030","VIC",144.677020000,-37.892740000,"164704241","73164704241","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.acpstudies.edu.au/"
"	91429","Recognition First Pty Ltd","Australian Early Childhood College, Recognition First",True,"Current","ASQA",2008/08/26,2018/12/02,2025/12/01,"","64 Victoria Street  Goulburn NSW 2580","NSW",149.722920000,-34.741140000,"120497387","80120497387","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.recognitionfirst.edu.au"
"	91823","Rise Education & Training Pty Ltd","RISE EDUCATION AND TRAINING",True,"Current","ASQA",2011/04/06,2016/01/28,2023/01/27,"","Unit 7 & 8/727 7 Stanley Street Woolloongabba QLD 4102","QLD",153.029790000,-27.485740000,"148196687","98148196687","Education/training Business Or Centre: Privately Operated Registered Training Organisation","https://WWW.riseeducation.edu.au"
"	45754","RIVERDALE INSTITUTE PTY LTD","",True,"Current","ASQA",2021/10/29,2021/10/29,2023/10/28,"","Unit 19 2-14 Station Pl  WERRIBEE VIC 3030","VIC",144.661570000,-37.899880000,"641510607","42641510607","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.riverdaleinstitute.edu.au"
"	31994","Royal College of Healthcare Pty Ltd","",True,"Current","ASQA",2009/05/08,2019/05/08,2026/05/07,"","200 Adelaide St Level 6 BRISBANE QLD 4000","QLD",153.026070000,-27.466980000,"134911309","88134911309","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.royalcollege.edu.au"
"	22130","Saddle On Pty Ltd","",True,"Current","ASQA",2009/01/13,2022/03/03,2023/12/31,"","Unit 413 101 Overton Rd  WILLIAMS LANDING VIC 3027","VIC",144.745040000,-37.866800000,"152129229","30152129229","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.saddleon.com.au"
"	40872","SAPERE PTY. LTD.","SAPERE EDUCATION AND TRAINING",True,"Current","ASQA",2014/03/12,2019/03/12,2026/03/10,"","99 Beeston Dr  FERNVALE QLD 4306","QLD",152.667070000,-27.456740000,"163711457","36163711457","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://set2go.com.au/"
"	121531","Selmar Holdings Pty Ltd","Selmar Institute of Education",True,"Current","ASQA",2004/11/05,2022/01/30,2029/01/29,"","Level 2 80 Dorcas St  SOUTHBANK VIC 3006","VIC",144.957560000,-37.827080000,"111455451","31111455451","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.selmar.edu.au"
"	21591","Sewells Training Services Pty Ltd","Wright Institute",True,"Current","ASQA",2005/03/11,2022/03/12,2029/03/11,"","Office 6 62-64 Victor Cres  NARRE WARREN VIC 3805","VIC",145.313450000,-38.023210000,"151170115","29151170115","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.wrightinstitute.com.au"
"	45694","Shafston International Pty Ltd","Shafston School of Business, The Mary McConnel School of Early Childhood, Shafston International College, Shafston Cambridge Exam Centre",True,"Current","ASQA",2021/05/21,2021/05/21,2026/08/31,"","46 Thorn St  KANGAROO POINT QLD 4169","QLD",153.040160000,-27.476450000,"648736145","98648736145","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://shafston.edu"
"	32000","Signature Training Pty Ltd","SIGNATURE TRAINING PTY. LTD., Signature Training College",True,"Current","ASQA",2009/10/23,2019/10/23,2026/10/22,"","Suite 1, Level 1 191 Church Street Parramatta NSW 2150","NSW",151.003440000,-33.816900000,"136467153","45136467153","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.signaturetraining.edu.au"
"	40471","Skilled Up Pty Ltd","",True,"Current","ASQA",2012/07/23,2017/07/23,2024/07/22,"","Level 2 601 Bourke St  MELBOURNE VIC 3000","VIC",144.957190000,-37.818900000,"133019306","40133019306","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.skilledup.edu.au"
"	91306","Skillnet Australia (NSW) Pty Ltd","Skillnetaustralia (NSW) Pty Ltd",True,"Current","ASQA",2007/06/07,2017/11/12,2024/11/11,"","Suite 5 183 Lakemba St Lakemba NSW 2195","NSW",151.076260000,-33.917500000,"117953198","81117953198","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.skillnetaustralia.com.au"
"	41196","Skills for Excellence Pty Ltd","",True,"Current","ASQA",2015/07/01,2022/07/01,2029/06/30,"","121 Royal Pde  PASCOE VALE SOUTH VIC 3044","VIC",144.946500000,-37.739780000,"163714690","32163714690","Education/training Business Or Centre: Privately Operated Registered Training Organisation",""
"	41008","SKILLS GENERATION PTY LTD","Skills Generation",True,"Current","ASQA",2014/08/26,2019/08/26,2026/08/25,"","Shop 17 1 Newspaper Pl  MAROOCHYDORE QLD 4558","QLD",153.092170000,-26.667210000,"160058033","66160058033","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.skillsgeneration.com.au"
"	41160","Skills International Pty Ltd","Australian National Institute of Education, AUSTRALIAN ACADEMY OF ENGLISH",True,"Current","ASQA",2015/05/19,2022/05/19,2029/05/18,"","Unit 11 197 Prospect Hwy  SEVEN HILLS NSW 2147","NSW",150.936880000,-33.772390000,"603488526","54603488526","Education/training Business Or Centre: Privately Operated Registered Training Organisation",""
"	51771","SMR Learning Services Pty Ltd","TrainSmart Australia, Australian Academy of Allied Health, New Horizons Learning Centre (Perth)",True,"Current","ASQA",2007/03/14,2017/03/31,2024/03/29,"","Level 12 251Adelaide Terrace Perth WA 6000","WA",115.872780000,-31.946720000,"116804347","35116804347","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.tsa.edu.au"
"	52787","South Metropolitan TAFE","South Metropolitan TAFE",True,"Current","WA TAC",2016/04/11,2016/04/11,2023/04/30,"","130 Murdoch Drive  MURDOCH WA 6150","WA",115.846180000,-32.074490000,"","15965263323","Technical And Further Education Institute, Skills Institute Or Polytechnic","http://www.southmetrotafe.wa.edu.au"
"	52790","South Regional TAFE","South Regional TAFE",True,"Current","WA TAC",2016/04/11,2016/04/11,2023/04/30,"","930 Robertson Drive  BUNBURY WA 6230","WA",115.652740000,-33.364580000,"","91808808097","Technical And Further Education Institute, Skills Institute Or Polytechnic","http://www.southregionaltafe.wa.edu.au"
"	3120","South West Institute of TAFE","Meat Training Australia, South West Disability Services, South West TAFE, Pure Hair Beauty and Wellness Academy, Food Lab South West, South West Skills and Jobs Centre, South West Institute of TAFE",True,"Current","ASQA",1995/10/09,2022/07/01,2029/06/30,"","Timor St  Warrnambool VIC 3280","VIC",142.480000000,-38.384360000,"","76750969979","Technical And Further Education Institute, Skills Institute Or Polytechnic","http://www.swtafe.edu.au"
"	21403","South West Training Services Pty Ltd","South West Training Services Pty Ltd",True,"Current","VRQA",2003/12/04,2008/12/03,2023/11/30,"","147 - 155 Hogans Road  HOPPERS CROSSING VIC 3029","VIC",144.683230000,-37.862870000,"104065401","36104065401","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.swts.org.au"
"	121952","Southern Cross Education Institute Pty Ltd","Southern Cross Education Institute",True,"Current","ASQA",2007/06/29,2018/07/01,2024/10/22,"","155 - 161 Boundary Road  North Melbourne VIC 3051","VIC",144.939700000,-37.789770000,"121182027","56121182027","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.scei.edu.au"
"	45292","Southern Institute of Early Learning and Leadership Pty Ltd","Southern Institute of Early Learning and Leadership",True,"Current","ASQA",2017/11/15,2017/11/15,2024/11/14,"","Level 5 307 Pitt St  SYDNEY NSW 2000","NSW",151.207940000,-33.868550000,"610952755","74610952755","Education/training Business Or Centre: Privately Operated Registered Training Organisation",""
"	40902","Southern Solutions - Training Services Pty Ltd","Southern Solutions - Training Services Pty Ltd",True,"Current","ASQA",2014/04/28,2019/04/28,2026/02/14,"","13 North Concourse  BEAUMARIS VIC 3193","VIC",145.034010000,-37.985290000,"152285491","99152285491","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.southernsolutions.nsw.edu.au"
"	41470","Spark Training Australia Pty Ltd","Spark Training Australia",True,"Current","ASQA",2016/04/06,2016/04/06,2023/04/05,"","Level 5, 11 London Circuit CANBERRA ACT 2601","ACT",149.125420000,-35.281170000,"151401580","71151401580","Education/training Business Or Centre: Privately Operated Registered Training Organisation","https://sparktraining.edu.au"
"	7091","St George & Sutherland Community College Inc","SGSCC SCHOOLAGE, STEP EDUCATION PROGRAMS, SGSCC LEISURE, SGSCC ENGLISH, SGSCC, SGSCC WORKSKILLS, ST GEORGE & SUTHERLAND COMMUNITY COLLEGE, SGSCC INTERNATIONAL, LEARN SGSCC, SGSCC DISABILITY",True,"Current","ASQA",1995/02/10,2019/01/21,2026/01/20,"","127 - 129 Sutherland Road  Jannali NSW 2226","NSW",151.060780000,-34.019270000,"","89753440576","Community Based Adult Education Provider","http://www.sgscc.edu.au"
"	51973","Stanley International College Pty Ltd","",True,"Current","ASQA",2008/09/18,2016/10/31,2023/10/31,"","69 Outram St  WEST PERTH WA 6005","WA",115.840020000,-31.947140000,"130977221","16130977221","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.stanleycollege.edu.au"
"	91349","Star Training Academy Pty Ltd","Brightway Institute, Star Training Academy",True,"Current","ASQA",2007/10/08,2018/07/19,2024/04/28,"","Suite 102 27A South Street Granville NSW 2142","NSW",151.011410000,-33.833560000,"601671916","20601671916","Education/training Business Or Centre: Privately Operated Registered Training Organisation","https://www.startraining.edu.au/"
"	21132","Stirling Institute of Australia Pty Ltd","Stirling Institute of Hypnotherapy, Stirling Institute, Stirling Institute of Counselling, Stirling Institute of Business",True,"Current","ASQA",2001/11/23,2016/10/31,2023/10/30,"","Ground Floor 99 Queens Bridge St  SOUTHBANK VIC 3006","VIC",144.960660000,-37.824560000,"096470021","24096470021","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.sia.edu.au"
"	31418","Strategix Training Group Pty Ltd","",True,"Current","ASQA",2006/11/09,2016/11/09,2023/11/08,"","3946 Pacific Highway  Loganholme QLD 4129","QLD",153.178810000,-27.669120000,"108064526","55108064526","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.strategix.com.au"
"	1191","Supreme Business College Pty Ltd","Supreme Business College Pty Ltd",True,"Current","ASQA",1996/04/23,2022/06/18,2029/06/17,"","Level 6 505 George Street SYDNEY NSW 2000","NSW",151.206290000,-33.875040000,"088022593","26088022593","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.academies.edu.au"
"	91058","Sureway Skills Training Pty Ltd","Sureway Skills Training Pty Ltd",True,"Current","ASQA",2005/01/25,2022/07/07,2029/07/06,"","34-36 Fitzmaurice St  WAGGA WAGGA NSW 2650","NSW",147.370140000,-35.107860000,"108811687","30108811687","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.sureway.com.au"
"	3059","Swinburne University of Technology","Swinburne University of Technology",True,"Current","ASQA",1998/08/21,2022/07/01,2029/06/30,"","John Street  Hawthorn VIC 3122","VIC",145.038970000,-37.822120000,"","13628586699","University - Government","http://www.swinburne.edu.au/index.php"
"	90478","Sydney Catholic Schools Ltd as The Trustee for Sydney Catholic Schools Trust","",True,"Current","ASQA",2000/10/13,2019/12/04,2026/12/03,"","Level 23 680 George St  SYDNEY NSW 2000","NSW",151.209840000,-33.867780000,"619137343","26158447082","School - Catholic","https://sydcatholicschools.nsw.edu.au/"
"	90438","Sydney School of Business & Technology Pty Ltd","SYDNEY SCHOOL OF BUSINESS & TECHNOLOGY",True,"Current","ASQA",2000/10/18,2018/03/12,2025/01/23,"","Suite 404, Level 4, 4 Railway Parade BURWOOD NSW 2134","NSW",,,"094385618","32094385618","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.ssbt.nsw.edu.au"
"	0275","TAFE Queensland","TAFE QUEENSLAND",True,"Current","ASQA",1998/01/01,2019/11/01,2026/06/30,"","1030 Cavendish Rd  MOUNT GRAVATT EAST QLD 4122","QLD",153.091730000,-27.525970000,"","72898805093","Technical And Further Education Institute, Skills Institute Or Polytechnic","https://tafeqld.edu.au/"
"	41026","TAFE SA","Onshore Petroleum Centre of Excellence, Australian Academy of Artisan Baking, Sustainable Industries Education Centre, Australian Arts and Design Academy, TAFE SA, TAFE South Australia, Regency International Centre",True,"Current","ASQA",2014/09/24,2019/09/24,2026/09/22,"","120 Currie St Level 2 ADELAIDE SA 5000","SA",138.595310000,-34.924240000,"","67828419300","Technical And Further Education Institute, Skills Institute Or Polytechnic","http://www.tafesa.edu.au/"
"	60142","TasTAFE","",True,"Current","ASQA",2009/01/01,2019/10/01,2026/06/29,"","75 Campbell St  HOBART TAS 7000","TAS",147.328160000,-42.877840000,"","54248304374","Technical And Further Education Institute, Skills Institute Or Polytechnic","http://www.tastafe.tas.edu.au"
"	90003","Technical and Further Education Commission","TAFE NSW",True,"Current","ASQA",1999/03/04,2018/09/02,2025/09/01,"","Building A Mary Ann Street Ultimo NSW 2007","NSW",151.200850000,-33.880620000,"","89755348137","Technical And Further Education Institute, Skills Institute Or Polytechnic","http://www.tafensw.edu.au"
"	50834","Technology Transfer International (Australia) Pty Ltd","Australian Institute of Technology Transfer",True,"Current","ASQA",2001/04/19,2019/10/01,2026/12/04,"","Unit 9 3 Brodie-Hall Dr  BENTLEY WA 6102","WA",115.889360000,-31.996410000,"088029798","77088029798","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.aitt.com.au"
"	40882","THE CANBERRA TRAINING SCHOOL PTY. LTD.","CANBERRA BUSINESS & TECHNOLOGY COLLEGE, CBTC",True,"Current","ASQA",2014/03/27,2019/03/27,2026/03/26,"","75 Gozzard St 75 Gozzard St GUNGAHLIN ACT 2912","ACT",149.132910000,-35.182020000,"164068875","68164068875","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.cbtc.edu.au"
"	5025","The Creche and Kindergarten Association Limited","C&K College of Early Childhood",True,"Current","ASQA",1998/01/01,2017/12/01,2024/11/29,"","257 Gympie Road  Kedron QLD 4031","QLD",153.033010000,-27.407970000,"150737849","59150737849","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.candk.asn.au"
"	41322","THE EARLY CHILDHOOD LEARNING COMPANY PTY. LTD.","Astral Skills Institute of Australia",True,"Current","ASQA",2015/10/21,2022/10/21,2029/10/20,"","Unit 1 52 Sunset Ave  BARRACK HEIGHTS NSW 2528","NSW",150.856490000,-34.559100000,"600951264","80600951264","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://earlyyearscare.com.au/"
"	41211","The International College Pty Ltd","THE INTERNATIONAL COLLEGE",True,"Current","ASQA",2015/07/13,2022/07/13,2029/07/12,"","102-106 Cranbourne Rd  FRANKSTON VIC 3199","VIC",145.138480000,-38.146310000,"603746916","54603746916","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.tic.edu.au"
"	31195","The Roman Catholic Trust Corporation for the Diocese of Townsville","Townsville Catholic Education Office",True,"Current","ASQA",2005/03/30,2020/03/30,2027/03/29,"","2 Gardenia Ave  KIRWAN QLD 4817","QLD",146.711880000,-19.311330000,"","13622319794","Community Based Adult Education Provider","http://www.tsv.catholic.edu.au/"
"	0170","The Suzan Johnston Organization (Aust) Pty Ltd","SUZAN JOHNSTON TRAINING ORGANIZATION, THE SUZAN JOHNSTON ORGANIZATION AUST PTY LTD, SUZAN JOHNSTON AUSTRALIA",True,"Current","ASQA",1993/10/01,2022/11/01,2029/10/31,"","Level 22 120 Spencer St  MELBOURNE VIC 3000","VIC",144.954330000,-37.818210000,"050998493","54050998493","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.sj.vic.edu.au"
"	45095","THINK ACADEMY OF BUSINESS AND TECHNOLOGY PTY LTD","",True,"Current","ASQA",2017/01/18,2017/01/18,2024/01/18,"","Level 3 2 Brandon Park Drive WHEELERS HILL VIC 3150","VIC",145.163820000,-37.904550000,"611413122","74611413122","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://tabt.edu.au"
"	91665","TILLYS PLAY & DEVELOPMENT PTY LIMITED atf Tilly's Play and Development Trust","",True,"Current","ASQA",2010/03/09,2022/03/09,2029/03/08,"","42 Station St  WARATAH NSW 2298","NSW",151.727730000,-32.903230000,"097257237","90406988002","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.tillyschildcare.com.au"
"	40058","TIME Education and Training Pty Ltd","",True,"Current","ASQA",2004/04/30,2019/04/30,2026/01/02,"","83-87 Henley Beach Road  Mile End SA 5031","SA",138.570880000,-34.924050000,"121371186","74124271879","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.time.net.au/"
"	45070","TIMES ACADEMY PTY LTD","Times Academy Pty Ltd",True,"Current","ASQA",2016/12/15,2016/12/15,2023/12/02,"","Level 4 338-340 Pitt St  SYDNEY NSW 2000","NSW",151.209150000,-33.862530000,"602112505","29602112505","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.times.nsw.edu.au/"
"	45509","TKL College Pty Ltd","",True,"Current","ASQA",2019/05/02,2021/05/02,2028/05/01,"","159 Church St Level 7 PARRAMATTA NSW 2150","NSW",151.003560000,-33.817620000,"619537692","97619537692","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.tkl.edu.au"
"	90348","Tomaree Community College Inc","",True,"Current","ASQA",1996/01/19,2016/12/02,2023/12/01,"","17 Government Rd  Nelson Bay NSW 2315","NSW",152.140780000,-32.721390000,"","50404601945","Community Based Adult Education Provider","http://www.tomareecc.nsw.edu.au"
"	0381","Top End Group Training Pty Ltd","GTNT Group, Institute of Skills and Training Australia, TOP END GROUP TRAINING PTY LTD",True,"Current","ASQA",1999/01/01,2017/08/19,2024/06/06,"","38 Woods Street  Darwin NT 0800","NT",130.844260000,-12.461110000,"009648337","50009648337","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.gtnt.com.au"
"	22341","Total Business Services & Training Pty Ltd","Total Business Services & training Pty Ltd, Hampton Institute of Vocational Education",True,"Current","ASQA",2010/02/08,2022/02/01,2029/01/31,"","6 Ellingworth Pde  BOX HILL VIC 3128","VIC",145.124250000,-37.820700000,"131323414","11131323414","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.hive.edu.au"
"	32254","Training Management Pty Ltd","Traxion Training",True,"Current","ASQA",2010/07/07,2020/07/07,2027/07/06,"","Unit 1 Level 2 17-19 Mt Gravatt-Capalaba Rd  UPPER MOUNT GRAVATT QLD 4122","QLD",153.082120000,-27.559880000,"141969235","74141969235","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.traxiontraining.com.au"
"	20891","Training Unlimited Pty Ltd","",True,"Current","ASQA",2000/07/20,2022/07/20,2029/07/19,"","Level 7 428 George St  SYDNEY NSW 2000","NSW",151.207380000,-33.869960000,"088000462","70088000462","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.trainingunlimited.com.au"
"	40797","Tred Consultants Pty Ltd","TrEd College",True,"Current","ASQA",2013/12/12,2018/12/12,2025/12/10,"","17 Khartoum Rd  MACQUARIE PARK NSW 2113","NSW",151.125500000,-33.780160000,"136866923","42136866923","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.tredcollege.edu.au"
"	45538","TrueLearning Australia Pty Limited","",True,"Current","ASQA",2019/08/15,2021/08/15,2028/08/14,"","151 Park Rd  WALLACIA NSW 2745","NSW",150.657560000,-33.867740000,"617314253","32617314253","Education/training Business Or Centre: Privately Operated Registered Training Organisation",""
"	91369","TRUSTEES FOR CATHOLIC EDUCATION OFFICE ARCHDIOCESE OF CANBERRA & GOULBURN","",True,"Current","ASQA",2007/12/18,2018/04/12,2025/04/11,"","52 Franklin Street  Manuka ACT 2603","ACT",149.131970000,-35.319190000,"","47824127996","School - Catholic",""
"	90490","Trustees of the Roman Catholic Church for the Diocese of Parramatta","Catholic Education Diocese of Parramatta, THE PARRAMATTA DIOCESE CATHOLIC SCHOOL SYSTEM",True,"Current","ASQA",2000/10/13,2019/04/09,2026/04/08,"","470 Church St  PARRAMATTA NSW 2150","NSW",151.006360000,-33.804900000,"","86875623906","School - Catholic","http://www.parra.catholic.edu.au"
"	90306","Trustees of the Roman Catholic Church for the Diocese of Wagga Wagga, The","Catholic Education Diocese of Wagga Wagga",True,"Current","ASQA",2000/06/05,2018/12/09,2025/11/04,"","PO Box 1012  Wagga Wagga NSW 2650","NSW",147.369620000,-35.114750000,"","36345537994","School - Catholic","http://www.cso.wagga.catholic.edu.au"
"	90381","Tuggerah Lakes Community College Limited","TLK Community College",True,"Current","ASQA",2000/08/28,2020/07/02,2027/07/01,"","Suite 16 1 Reliance Drive Tuggerah NSW 2259","NSW",151.420380000,-33.312700000,"638920948","47568269236","Community Based Adult Education Provider","http://www.tlkcc.com.au/"
"	41280","UNICO EDUCATION PTY LTD","",True,"Current","ASQA",2015/09/15,2022/09/15,2029/09/14,"","1-5/154-160 Waldron Rd  CHESTER HILL NSW 2162","NSW",151.000090000,-33.882790000,"169800819","68169800819","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.unicotraining.com.au"
"	91358","Unique College of Technology UCT Pty Ltd","Unique College of Technology",True,"Current","ASQA",2007/10/30,2017/11/19,2024/11/16,"","Level 9 50 Clarence St  SYDNEY NSW 2000","NSW",151.205150000,-33.865910000,"120654060","90120654060","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.uct.edu.au/"
"	91364","UPC Pty Ltd","University Preparation College",True,"Current","ASQA",2007/11/22,2018/07/01,2024/09/18,"","1-5 Randle St  SURRY HILLS NSW 2010","NSW",151.207860000,-33.884830000,"116021535","60116021535","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.upc.edu.au"
"	41249","VECTOR INSTITUTE OF TECHNOLOGY PTY. LTD.","Allora College",True,"Current","ASQA",2015/08/20,2022/08/20,2029/08/19,"","155 Wellington Rd  EAST BRISBANE QLD 4169","QLD",153.041190000,-27.481530000,"605051563","11605051563","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.allora.edu.au"
"	21203","VICSEG New Futures","New Futures Training",True,"Current","VRQA",2002/07/26,2014/03/11,2027/06/30,"","11 Munro Street  COBURG VIC 3058","VIC",144.964970000,-37.745040000,"005924381","65005924381","Community Based Adult Education Provider","http://www.vicsegnewfutures.org.au/"
"	3113","Victoria University","Victoria University Polytechnic, Victoria University",True,"Current","ASQA",1996/09/05,2022/07/01,2029/06/30,"","Footscray Park Campus Ballarat Rd  Footscray VIC 3011","VIC",144.908380000,-37.795250000,"","83776954731","University - Government","http://www.vu.edu.au"
"	40936","VICTORIAN ARABIC SOCIAL SERVICES INC","VASS College of Vocational Education",True,"Current","ASQA",2014/05/14,2019/05/14,2026/05/12,"","C1 1-13 The Gateway Broadmeadows VIC 3047","VIC",144.952500000,-37.689340000,"","19633403991","Education/training Business Or Centre: Privately Operated Registered Training Organisation",""
"	22581","Victorian Education and Training Group Pty Ltd","International College of Victoria",True,"Current","ASQA",2013/11/08,2018/10/31,2025/10/30,"","Suite 2 Level 8 190 Queen St  MELBOURNE VIC 3000","VIC",144.962650000,-37.818630000,"159302682","47159302682","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.icv.edu.au"
"	22360","Victorian Fitness Academy Pty Ltd","",True,"Current","ASQA",2010/06/18,2020/06/19,2027/06/18,"","78 Yarra Street  Geelong VIC 3220","VIC",144.362370000,-38.149300000,"125887309","29125887309","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.vfalearning.vic.edu.au"
"	45273","Victorian Institute of Education Pty Ltd","",True,"Current","ASQA",2017/10/24,2017/10/24,2024/10/22,"","Level 3 741 George St  HAYMARKET NSW 2000","NSW",151.204200000,-33.881260000,"614491351","18614491351","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://training.gov.au/Organisation/Details/45273"
"	90804","Vocational Training Australia Pty Ltd","National Institute of Training",True,"Current","ASQA",2001/11/27,2018/12/23,2025/12/21,"","Shop 218 8-34 Gladstone Park Dr  GLADSTONE PARK VIC 3043","VIC",144.884600000,-37.689210000,"065408773","58065408773","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.niot.com.au"
"	90114","Waverley Action for Youth Services Inc","WAYS YOUTH TRAINING",True,"Current","ASQA",2009/06/03,2021/06/03,2028/06/02,"","63a Wairoa Avenue  Bondi Beach NSW 2026","NSW",151.278470000,-33.888070000,"","66420137806","Community Based Adult Education Provider","http://www.ways.org.au"
"	45639","West Melbourne Institute of Technology Pty Ltd","",True,"Current","ASQA",2020/09/16,2022/09/16,2029/09/15,"","220 Albert Rd Level 3 SOUTH MELBOURNE VIC 3205","VIC",144.966630000,-37.837310000,"633233306","63633233306","Education/training Business Or Centre: Privately Operated Registered Training Organisation",""
"	4185","Westgate Community Initiatives Group Ltd","WCIG",True,"Current","VRQA",1995/02/01,1995/02/01,2025/01/31,"","Unit 4, 2B Parker Street  FOOTSCRAY VIC 3011","VIC",144.902930000,-37.806770000,"000000000","93235712322","Community Based Adult Education Provider","http://www.wcig.org.au"
"	3097","Wodonga Institute of TAFE","DECA, Driver Education Centre of Australia, Wodonga Institute of TAFE, Training Transformation Solutions",True,"Current","ASQA",1996/02/27,2022/07/01,2029/06/30,"","PO Box 963  Wodonga VIC 3689","VIC",146.887260000,-36.124430000,"","68437423269","Technical And Further Education Institute, Skills Institute Or Polytechnic","http://www.wodongatafe.edu.au"
"	91778","Work Savvy Pty Ltd","",True,"Current","ASQA",2010/12/15,2016/11/10,2022/12/14,"","Level 6 153 Walker St  NORTH SYDNEY NSW 2060","NSW",151.209410000,-33.837860000,"132057384","20132057384","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.worksavvy.edu.au"
"	60103","Workforce Development Pty Ltd","Workforce Development",True,"Current","ASQA",2006/04/06,2016/12/15,2023/12/14,"","10 Wilson Street  Burnie TAS 7320","TAS",145.906190000,-41.050430000,"009561602","51009561602","Education/training Business Or Centre: Privately Operated Registered Training Organisation",""
"	30622","Worklinks QLD Ltd","",True,"Current","ASQA",2001/05/01,2016/04/30,2023/04/29,"","52 King St  CABOOLTURE QLD 4510","QLD",152.950460000,-27.085460000,"636900466","28316834043","Community Based Adult Education Provider","http://www.worklinks.com.au"
"	31623","WU & KUO CHILDCARE PTY LTD as the Trustee for WU & KUO CHILDCARE TRUST","AVENUES TRAINING COLLEGE",True,"Current","ASQA",2008/03/17,2018/03/17,2025/03/16,"","488 Jackson Road  Sunnybank Hills QLD 4109","QLD",153.043550000,-27.602820000,"108711182","52100924988","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://avenueschildcare.com.au"
"	4179","Wyndham Community and Education Centre Inc","Wyndham Community and Education Centre Inc",True,"Current","VRQA",1997/05/01,1997/05/01,2026/05/31,"","20 Synnot Street  WERRIBEE VIC 3030","VIC",144.662960000,-37.901620000,"000000000","19380206291","Community Based Adult Education Provider","http://www.wyndhamcec.org.au"
